#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;99591;0.800950166179673;0.6326179720421413;0.7953728509586817;0.9930366264263436;0.001;8.743
waiting time/customer;99591;3.1122608267815632;14.045756215109485;3.747766830408408;1.204194326567427;0.0;41.968
