#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;199191;0.7976782923218104;0.16138763428037073;0.40173079827213987;0.5036250856254567;0.0;1.0
queue occupancy/time;99600;3.0955132658872073;16.943496730285133;4.116247894659058;1.3297464882546053;0.0;46.0
