#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;6;0.17366666666666666;0.04366746666666666;0.2089676210963475;1.2032684516104464;0.011;0.56
waiting time/customer;6;0.015166666666666667;0.0013801666666666667;0.03715059443221153;2.449489742783178;0.0;0.091
