#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;17;0.1367428757178459;0.11804426165825965;0.3435757000404127;2.512567460913605;0.0;1.0
queue occupancy/time;11;0.020045508722505146;0.03372971945891609;0.1836565257727481;9.161978791117257;0.0;3.0
