#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
waiting_time_per_customer (lag=0);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;0.025050409722222215;0.9166666666666665
waiting_time_per_customer (lag=1);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-0.007508826388888888;-0.2747695919071332
waiting_time_per_customer (lag=2);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-0.0013778013888888878;-0.050417722523759236
waiting_time_per_customer (lag=3);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-0.009019280092592593;-0.33004144482617476
waiting_time_per_customer (lag=4);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;0.015184454861111115;0.555642952631532
waiting_time_per_customer (lag=5);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-0.006373362103174603;-0.23321968220719602
waiting_time_per_customer (lag=6);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-0.005649840277777778;-0.20674393401379462
waiting_time_per_customer (lag=7);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-0.0020617097222222196;-0.07544389890865419
waiting_time_per_customer (lag=8);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;0.003684569444444445;0.13482901190811827
waiting_time_per_customer (lag=9);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-0.0022908541666666615;-0.08382895433901456
waiting_time_per_customer (lag=10);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-0.006369534722222217;-0.23307962731074558
waiting_time_per_customer (lag=11);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;-5.34993055555549E-4;-0.019576937318150005
waiting_time_per_customer (lag=12);12;0.09441666666666666;0.027327719696969694;0.16531097875510173;1.7508665004953405;0.0;0.56;NaN;NaN
