#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;199194;0.6980548326791262;0.21077428325244335;0.459101604497788;0.6576870225735154;0.0;1.0
queue occupancy/time;99600;1.6052833227489385;6.241173455092696;2.4982340673148893;1.5562574107085554;0.0;25.0
