#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;99594;0.7008893507641015;0.48433620443851305;0.6959426732414913;0.9929422846598861;0.001;7.65
waiting time/customer;99594;1.6069259091913108;4.647837886601269;2.1558844789555094;1.3416203364599824;0.0;19.586
